"tank_ID","pop","trt","cc","method","offset","isAlive","surv","tank_num"
"B2","BAR","TempWarm-16psu","mll","lea",0.0430151243295878,1,1,6
"B2","BAR","TempWarm-16psu","full","gf",0.130291719636577,1,1,6
"B2","HOG","TempWarm-16psu","mll","rda",0.730242927373158,1,1,6
"B2","VIK","TempWarm-16psu","mll","rda",0.618669159166709,1,1,6
"B2","VIK","TempWarm-5psu","mll","rda",2.85196850533072,0,0,6
"B2","HOR","TempWarm-5psu","mll","rda",0.514345252928241,0,0,6
"B2","VAT","TempWarm-5psu","mll","lea",0.0545789993883267,0,0,6
"B2","BAR","TempWarm-5psu","full","lea",0.0367128182833948,0,0,6
"B2","VIK","TempWarm-16psu","full","lea",0.0338159972935556,1,1,6
"B2","HOR","TempWarm-16psu","full","rda",2.9616460767793,0,0,6
"B2","BJO","TempWarm-16psu","full","lea",0.0489373784267413,0,0,6
"B2","KAL","TempWarm-5psu","mll","gf",0.0744780182986624,0,0,6
"B2","BJO","TempWarm-5psu","full","rda",0.292786962232414,0,0,6
"B2","KAL","TempWarm-5psu","mll","rda",0.7712756896348,0,0,6
"B2","BAR","TempWarm-5psu","mll","gf",0.0828482138992323,0,0,6
"B2","BAR","TempWarm-5psu","mll","lea",0.045128261543404,0,0,6
"B2","BAR","TempWarm-5psu","full","gf",0.12517842947807,0,0,6
"B2","BAR","TempWarm-16psu","full","lea",0.0346272952586907,1,1,6
"B2","BAR","TempWarm-5psu","full","rda",1.37444126188955,0,0,6
"B2","BAR","TempWarm-5psu","full","lea",0.0367128182833948,0,0,6
"B2","BJO","TempWarm-5psu","full","gf",0.131853848853331,0,0,6
"B2","KAL","TempWarm-16psu","mll","gf",0.0802544635043475,1,1,6
"B2","VIK","TempWarm-5psu","full","rda",2.67420816391772,0,0,6
"B2","VAT","TempWarm-16psu","full","gf",0.132830775587862,0,0,6
"B2","BAR","TempWarm-16psu","mll","lea",0.0430151243295878,0,0,6
"B2","HOG","TempWarm-5psu","full","rda",1.63589650016005,0,0,6
"B2","HOG","TempWarm-5psu","full","lea",0.0392173680316203,0,0,6
"B2","HOR","TempWarm-5psu","full","lea",0.032825014483351,0,0,6
"B2","BAR","TempWarm-16psu","mll","rda",0.870765122925002,0,0,6
"B2","HOR","TempWarm-5psu","full","gf",0.119382749229989,0,0,6
"B2","HOR","TempWarm-5psu","mll","gf",0.078500530096678,0,0,6
"B2","VIK","TempWarm-5psu","mll","lea",0.0481495219406945,0,0,6
"B2","HOR","TempWarm-16psu","mll","lea",0.043431764767535,0,0,6
"B2","VIK","TempWarm-5psu","full","gf",0.127421510466323,0,0,6
"B2","HOR","TempWarm-16psu","full","lea",0.0365895365187742,0,0,6
"B2","VAT","TempWarm-16psu","full","lea",0.0390429467766799,0,0,6
"B2","HOG","TempWarm-5psu","mll","rda",2.02005161272179,0,0,6
"B2","HOG","TempWarm-5psu","full","rda",1.63589650016005,0,0,6
"B2","VIK","TempWarm-16psu","full","rda",0.306945743344824,1,1,6
"B3","VIK","TempWarm-16psu","mll","gf",0.0814095548178281,1,1,7
"B3","BJO","TempWarm-16psu","mll","rda",2.19853544993975,0,0,7
"B3","BAR","TempWarm-16psu","mll","gf",0.0849818641213911,1,1,7
"B3","BJO","TempWarm-5psu","mll","gf",0.0854047849783409,0,0,7
"B3","VIK","TempWarm-5psu","full","lea",0.0401457792601161,0,0,7
"B3","BJO","TempWarm-5psu","full","lea",0.044704486669777,0,0,7
"B3","HOG","TempWarm-5psu","full","rda",1.63589650016005,0,0,7
"B3","VAT","TempWarm-5psu","mll","lea",0.0545789993883267,0,0,7
"B3","VAT","TempWarm-5psu","full","rda",2.3914681384273,0,0,7
"B3","VIK","TempWarm-16psu","mll","lea",0.0422436225169404,1,1,7
"B3","BJO","TempWarm-5psu","mll","rda",0.619919736780753,0,0,7
"B3","HOG","TempWarm-5psu","mll","lea",0.0480627625037906,0,0,7
"B3","HOG","TempWarm-5psu","full","gf",0.124558798435792,0,0,7
"B3","KAL","TempWarm-5psu","full","gf",0.109375031083921,1,1,7
"B3","HOG","TempWarm-5psu","mll","gf",0.0831672720430263,0,0,7
"B3","VAT","TempWarm-5psu","mll","rda",2.83555452243515,0,0,7
"B3","KUR","TempWarm-5psu","mll","lea",0.0415566924012771,0,0,7
"B3","HOR","TempWarm-5psu","full","lea",0.032825014483351,0,0,7
"B3","KUR","TempWarm-5psu","full","rda",0.563963827870758,0,0,7
"B3","HOG","TempWarm-5psu","mll","rda",2.02005161272179,0,0,7
"B3","VAT","TempWarm-5psu","mll","gf",0.0901408957468414,0,0,7
"B3","KAL","TempWarm-5psu","mll","rda",0.7712756896348,1,1,7
"B3","BJO","TempWarm-5psu","full","rda",0.292786962232414,0,0,7
"B3","BAR","TempWarm-5psu","mll","gf",0.0828482138992323,0,0,7
"B3","HOG","TempWarm-16psu","full","gf",0.129357790771983,1,1,7
"B3","HOR","TempWarm-5psu","full","rda",0.183184383495568,0,0,7
"B3","KUR","TempWarm-5psu","full","gf",0.120819888114614,0,0,7
"B3","BJO","TempWarm-5psu","mll","rda",0.619919736780753,0,0,7
"B3","KAL","TempWarm-5psu","mll","lea",0.0338300459996461,0,0,7
"B3","VAT","TempWarm-5psu","full","lea",0.0460723733885967,0,0,7
"B3","VIK","TempWarm-16psu","full","gf",0.120379379309693,1,1,7
"B3","KAL","TempWarm-5psu","full","lea",0.0271953438837387,0,0,7
"B3","KUR","TempWarm-16psu","full","gf",0.130108285986464,0,0,7
"B3","VAT","TempWarm-5psu","full","gf",0.138793715153451,0,0,7
"B3","BAR","TempWarm-16psu","mll","gf",0.0849818641213911,1,1,7
"B3","KUR","TempWarm-16psu","mll","rda",1.65822392265339,0,0,7
"B3","BAR","TempWarm-5psu","mll","gf",0.0828482138992323,0,0,7
"B3","VIK","TempWarm-5psu","full","rda",2.67420816391772,0,0,7
"B3","BJO","TempWarm-16psu","mll","gf",0.0912322032381791,0,0,7
"B3","HOG","TempWarm-16psu","mll","gf",0.0848391483017739,0,0,7
"B3","VIK","TempWarm-16psu","mll","rda",0.618669159166709,1,1,7
"B3","BAR","TempWarm-5psu","full","gf",0.12517842947807,0,0,7
"B3","KUR","TempWarm-16psu","full","rda",2.29767573760886,0,0,7
"B3","KAL","TempWarm-16psu","mll","rda",1.8564534288442,1,1,7
"B3","KUR","TempWarm-5psu","full","lea",0.0333844248962364,0,0,7
"B3","BJO","TempWarm-16psu","full","rda",2.98306108699892,0,0,7
"B3","BJO","TempWarm-16psu","full","lea",0.0489373784267413,0,0,7
"B3","HOR","TempWarm-16psu","full","lea",0.0365895365187742,1,1,7
"B3","HOR","TempWarm-5psu","mll","gf",0.078500530096678,0,0,7
"B3","BJO","TempWarm-5psu","full","gf",0.131853848853331,0,0,7
"B3","HOR","TempWarm-5psu","mll","rda",0.514345252928241,0,0,7
"B3","KAL","TempWarm-16psu","full","rda",2.48213744717505,1,1,7
"B3","BAR","TempWarm-5psu","mll","rda",1.80987170781091,0,0,7
"B3","HOR","TempWarm-5psu","full","lea",0.032825014483351,0,0,7
"B3","KUR","TempWarm-16psu","mll","gf",0.0851243329895743,0,0,7
"B3","BAR","TempWarm-16psu","mll","rda",0.870765122925002,1,1,7
"B3","BJO","TempWarm-16psu","mll","rda",2.19853544993975,0,0,7
"B3","KUR","TempWarm-16psu","mll","rda",1.65822392265339,0,0,7
"B3","KAL","TempWarm-16psu","full","gf",0.120034575652212,1,1,7
"B3","KUR","TempWarm-16psu","full","rda",2.29767573760886,0,0,7
"B3","HOG","TempWarm-16psu","mll","gf",0.0848391483017739,1,1,7
"B3","VAT","TempWarm-5psu","full","gf",0.138793715153451,0,0,7
"B3","BJO","TempWarm-16psu","mll","lea",0.0581775014038377,0,0,7
"B3","KAL","TempWarm-16psu","full","gf",0.120034575652212,1,1,7
"B3","BAR","TempWarm-16psu","mll","rda",0.870765122925002,1,1,7
"B3","HOR","TempWarm-5psu","full","rda",0.183184383495568,0,0,7
"B3","VIK","TempWarm-16psu","full","gf",0.120379379309693,1,1,7
"B3","KAL","TempWarm-16psu","mll","lea",0.0354382473421728,1,1,7
"B3","HOG","TempWarm-16psu","full","gf",0.129357790771983,0,0,7
"B3","HOG","TempWarm-16psu","mll","lea",0.0452748544082271,1,1,7
"B3","HOR","TempWarm-16psu","mll","gf",0.0840643264739334,1,1,7
"B3","VIK","TempWarm-5psu","mll","rda",2.85196850533072,0,0,7
"B3","KAL","TempWarm-16psu","full","lea",0.0300286587267551,1,1,7
"B3","BJO","TempWarm-5psu","full","lea",0.044704486669777,0,0,7
"B3","BJO","TempWarm-5psu","mll","gf",0.0854047849783409,0,0,7
"B3","KAL","TempWarm-16psu","mll","lea",0.0354382473421728,1,1,7
"B3","VAT","TempWarm-16psu","full","lea",0.0390429467766799,1,1,7
"B3","VAT","TempWarm-16psu","mll","gf",0.0862955321936636,0,0,7
"B3","HOR","TempWarm-5psu","mll","lea",0.041036903987833,0,0,7
"B3","KAL","TempWarm-16psu","full","lea",0.0300286587267551,1,1,7
"B3","BAR","TempWarm-5psu","mll","lea",0.045128261543404,0,0,7
"B3","HOG","TempWarm-16psu","mll","rda",0.730242927373158,1,1,7
"B3","BJO","TempWarm-5psu","mll","lea",0.0556021382761411,0,0,7
"B3","KUR","TempWarm-5psu","mll","rda",0.972385585758758,0,0,7
"B3","HOG","TempWarm-16psu","mll","rda",0.730242927373158,0,0,7
"B3","HOG","TempWarm-16psu","mll","lea",0.0452748544082271,0,0,7
"B3","KUR","TempWarm-16psu","full","lea",0.0352397632450556,0,0,7
"B3","HOR","TempWarm-16psu","full","rda",2.9616460767793,1,1,7
"B3","VIK","TempWarm-16psu","full","lea",0.0338159972935556,1,1,7
"B3","VAT","TempWarm-16psu","full","gf",0.132830775587862,0,0,7
"B3","VIK","TempWarm-5psu","full","gf",0.127421510466323,0,0,7
"B3","VIK","TempWarm-5psu","full","gf",0.127421510466323,0,0,7
"B3","HOG","TempWarm-5psu","full","gf",0.124558798435792,0,0,7
"B3","HOG","TempWarm-16psu","full","rda",1.22631888167187,1,1,7
"B3","VIK","TempWarm-16psu","full","rda",0.306945743344824,1,1,7
"B3","BAR","TempWarm-16psu","mll","lea",0.0430151243295878,1,1,7
"B3","HOG","TempWarm-16psu","full","rda",1.22631888167187,0,0,7
"B3","BAR","TempWarm-5psu","full","rda",1.37444126188955,0,0,7
"B3","HOR","TempWarm-16psu","mll","rda",2.17618333976248,1,1,7
"B3","KUR","TempWarm-16psu","mll","gf",0.0851243329895743,0,0,7
"B3","BAR","TempWarm-16psu","full","rda",1.47194028052005,1,1,7
"B3","BJO","TempWarm-5psu","mll","lea",0.0556021382761411,0,0,7
"B3","HOR","TempWarm-16psu","full","lea",0.0365895365187742,1,1,7
"B3","KAL","TempWarm-5psu","mll","gf",0.0744780182986624,0,0,7
"B3","HOG","TempWarm-5psu","mll","gf",0.0831672720430263,0,0,7
"B3","VIK","TempWarm-5psu","full","lea",0.0401457792601161,0,0,7
"B3","KUR","TempWarm-5psu","mll","gf",0.0804330321585454,0,0,7
"B3","VAT","TempWarm-16psu","mll","rda",0.601423316368426,0,0,7
"B3","BJO","TempWarm-16psu","mll","gf",0.0912322032381791,0,0,7
"B3","HOG","TempWarm-5psu","mll","rda",2.02005161272179,0,0,7
"B3","BAR","TempWarm-16psu","full","rda",1.47194028052005,1,1,7
"B3","VAT","TempWarm-16psu","mll","rda",0.601423316368426,1,1,7
"B3","BJO","TempWarm-16psu","full","lea",0.0489373784267413,0,0,7
"B3","BAR","TempWarm-16psu","full","gf",0.130291719636577,1,1,7
"B3","HOG","TempWarm-16psu","full","lea",0.036427182928542,0,0,7
"B3","KAL","TempWarm-16psu","mll","rda",1.8564534288442,1,1,7
"B3","HOR","TempWarm-5psu","mll","rda",0.514345252928241,0,0,7
"B3","HOR","TempWarm-5psu","mll","lea",0.041036903987833,0,0,7
"B3","VIK","TempWarm-16psu","mll","lea",0.0422436225169404,1,1,7
"B3","VAT","TempWarm-5psu","mll","rda",2.83555452243515,0,0,7
"B3","VAT","TempWarm-16psu","mll","gf",0.0862955321936636,1,1,7
"B3","KAL","TempWarm-5psu","full","rda",0.398411958368648,0,0,7
"B3","KUR","TempWarm-16psu","full","gf",0.130108285986464,0,0,7
"B3","KAL","TempWarm-16psu","mll","gf",0.0802544635043475,1,1,7
"B3","BJO","TempWarm-16psu","full","rda",2.98306108699892,0,0,7
"B3","BJO","TempWarm-5psu","full","gf",0.131853848853331,0,0,7
"B3","HOG","TempWarm-5psu","full","lea",0.0392173680316203,0,0,7
"B3","KAL","TempWarm-5psu","mll","gf",0.0744780182986624,1,1,7
"B3","KAL","TempWarm-16psu","full","rda",2.48213744717505,1,1,7
"B3","VIK","TempWarm-5psu","mll","lea",0.0481495219406945,0,0,7
"B3","KAL","TempWarm-16psu","mll","gf",0.0802544635043475,1,1,7
"B3","VIK","TempWarm-16psu","mll","rda",0.618669159166709,1,1,7
"B3","KAL","TempWarm-5psu","mll","rda",0.7712756896348,0,0,7
"B3","KAL","TempWarm-5psu","full","gf",0.109375031083921,0,0,7
"B3","KAL","TempWarm-5psu","full","rda",0.398411958368648,1,1,7
"B3","KAL","TempWarm-5psu","full","lea",0.0271953438837387,1,1,7
"B3","KAL","TempWarm-5psu","mll","lea",0.0338300459996461,1,1,7
"B3","VAT","TempWarm-16psu","mll","lea",0.048622400893911,0,0,7
"B3","BAR","TempWarm-16psu","full","lea",0.0346272952586907,1,1,7
"B3","VIK","TempWarm-5psu","mll","lea",0.0481495219406945,0,0,7
"B3","HOR","TempWarm-16psu","mll","rda",2.17618333976248,1,1,7
"B3","HOR","TempWarm-5psu","mll","gf",0.078500530096678,0,0,7
"B3","HOR","TempWarm-16psu","full","rda",2.9616460767793,1,1,7
"B3","VAT","TempWarm-16psu","full","lea",0.0390429467766799,0,0,7
"B3","VAT","TempWarm-5psu","mll","gf",0.0901408957468414,0,0,7
"B3","KUR","TempWarm-5psu","mll","gf",0.0804330321585454,0,0,7
"B3","KUR","TempWarm-5psu","full","gf",0.120819888114614,0,0,7
"B3","KUR","TempWarm-5psu","full","rda",0.563963827870758,0,0,7
"B3","KUR","TempWarm-5psu","mll","rda",0.972385585758758,0,0,7
"B3","KUR","TempWarm-16psu","full","lea",0.0352397632450556,0,0,7
"B3","HOR","TempWarm-16psu","mll","gf",0.0840643264739334,1,1,7
"B3","BAR","TempWarm-5psu","full","gf",0.12517842947807,0,0,7
"B3","BAR","TempWarm-16psu","mll","lea",0.0430151243295878,1,1,7
"B3","HOR","TempWarm-5psu","full","gf",0.119382749229989,0,0,7
"B3","BJO","TempWarm-5psu","full","rda",0.292786962232414,0,0,7
"B3","HOR","TempWarm-16psu","mll","lea",0.043431764767535,1,1,7
"B3","VAT","TempWarm-16psu","full","gf",0.132830775587862,1,1,7
"B3","VIK","TempWarm-5psu","full","rda",2.67420816391772,0,0,7
"B3","VIK","TempWarm-16psu","full","rda",0.306945743344824,1,1,7
"B3","VAT","TempWarm-16psu","full","rda",0.451017347977424,0,0,7
"B3","HOR","TempWarm-16psu","full","gf",0.129374025983507,1,1,7
"B3","BAR","TempWarm-5psu","mll","rda",1.80987170781091,0,0,7
"B3","HOG","TempWarm-5psu","full","rda",1.63589650016005,0,0,7
"B3","VIK","TempWarm-5psu","mll","gf",0.0850223786465684,0,0,7
"B3","BJO","TempWarm-16psu","mll","lea",0.0581775014038377,0,0,7
"B3","HOG","TempWarm-16psu","full","lea",0.036427182928542,1,1,7
"B3","KUR","TempWarm-16psu","mll","lea",0.042274130136084,0,0,7
"B3","VAT","TempWarm-16psu","full","rda",0.451017347977424,1,1,7
"B3","HOG","TempWarm-5psu","mll","lea",0.0480627625037906,0,0,7
"B3","VIK","TempWarm-16psu","mll","gf",0.0814095548178281,1,1,7
"B3","HOR","TempWarm-5psu","full","gf",0.119382749229989,0,0,7
"B3","KUR","TempWarm-16psu","mll","lea",0.042274130136084,0,0,7
"B3","BAR","TempWarm-5psu","full","rda",1.37444126188955,0,0,7
"B3","BJO","TempWarm-16psu","full","gf",0.142411432083045,0,0,7
"B3","KUR","TempWarm-5psu","mll","lea",0.0415566924012771,0,0,7
"B3","VAT","TempWarm-16psu","mll","lea",0.048622400893911,1,1,7
"B3","HOR","TempWarm-16psu","full","gf",0.129374025983507,1,1,7
"B3","BJO","TempWarm-16psu","full","gf",0.142411432083045,0,0,7
"B3","VIK","TempWarm-5psu","mll","rda",2.85196850533072,0,0,7
"B3","BAR","TempWarm-16psu","full","lea",0.0346272952586907,1,1,7
"B3","VIK","TempWarm-5psu","mll","gf",0.0850223786465684,0,0,7
"B3","VAT","TempWarm-5psu","mll","lea",0.0545789993883267,0,0,7
"B3","VAT","TempWarm-5psu","full","rda",2.3914681384273,0,0,7
"B3","BAR","TempWarm-5psu","mll","lea",0.045128261543404,0,0,7
"B3","HOR","TempWarm-16psu","mll","lea",0.043431764767535,1,1,7
"B3","BAR","TempWarm-5psu","full","lea",0.0367128182833948,0,0,7
"B3","HOG","TempWarm-5psu","full","lea",0.0392173680316203,0,0,7
"B3","BAR","TempWarm-5psu","full","lea",0.0367128182833948,0,0,7
"B3","VIK","TempWarm-16psu","full","lea",0.0338159972935556,1,1,7
"B3","KUR","TempWarm-5psu","full","lea",0.0333844248962364,0,0,7
"B3","VAT","TempWarm-5psu","full","lea",0.0460723733885967,0,0,7
"B3","BAR","TempWarm-16psu","full","gf",0.130291719636577,1,1,7
"B4","KAL","TempWarm-16psu","full","rda",2.48213744717505,1,1,8
"B4","KUR","TempWarm-5psu","mll","lea",0.0415566924012771,0,0,8
"B4","VAT","TempWarm-5psu","mll","gf",0.0901408957468414,0,0,8
"B4","VAT","TempWarm-16psu","mll","rda",0.601423316368426,0,0,8
"B4","KAL","TempWarm-16psu","full","gf",0.120034575652212,1,1,8
"B4","BJO","TempWarm-16psu","mll","gf",0.0912322032381791,1,1,8
"B4","VAT","TempWarm-16psu","mll","rda",0.601423316368426,0,0,8
"B4","KAL","TempWarm-16psu","mll","rda",1.8564534288442,1,1,8
"B4","HOG","TempWarm-5psu","mll","lea",0.0480627625037906,0,0,8
"B4","KAL","TempWarm-16psu","mll","rda",1.8564534288442,1,1,8
"B4","VIK","TempWarm-5psu","full","lea",0.0401457792601161,0,0,8
"B4","KAL","TempWarm-16psu","full","lea",0.0300286587267551,1,1,8
"B4","HOR","TempWarm-5psu","mll","rda",0.514345252928241,0,0,8
"B4","KUR","TempWarm-5psu","full","gf",0.120819888114614,0,0,8
"B4","HOG","TempWarm-5psu","mll","lea",0.0480627625037906,0,0,8
"B4","HOR","TempWarm-5psu","full","rda",0.183184383495568,0,0,8
"B4","KAL","TempWarm-16psu","mll","lea",0.0354382473421728,1,1,8
"B4","BJO","TempWarm-5psu","mll","lea",0.0556021382761411,0,0,8
"B4","KUR","TempWarm-16psu","mll","rda",1.65822392265339,0,0,8
"B4","HOR","TempWarm-5psu","mll","lea",0.041036903987833,0,0,8
"B4","KUR","TempWarm-5psu","mll","gf",0.0804330321585454,0,0,8
"B4","VAT","TempWarm-5psu","mll","rda",2.83555452243515,0,0,8
"B4","BJO","TempWarm-16psu","mll","lea",0.0581775014038377,1,1,8
"B4","VAT","TempWarm-5psu","full","lea",0.0460723733885967,0,0,8
"B4","VAT","TempWarm-16psu","full","gf",0.132830775587862,0,0,8
"B4","KUR","TempWarm-16psu","full","lea",0.0352397632450556,0,0,8
"B4","KUR","TempWarm-16psu","full","rda",2.29767573760886,0,0,8
"B4","KAL","TempWarm-5psu","mll","rda",0.7712756896348,0,0,8
"B4","KUR","TempWarm-5psu","full","rda",0.563963827870758,0,0,8
"B4","BAR","TempWarm-16psu","mll","gf",0.0849818641213911,1,1,8
"B4","BJO","TempWarm-16psu","full","lea",0.0489373784267413,1,1,8
"B4","HOG","TempWarm-5psu","mll","gf",0.0831672720430263,0,0,8
"B4","BJO","TempWarm-16psu","full","rda",2.98306108699892,1,1,8
"B4","KAL","TempWarm-5psu","full","lea",0.0271953438837387,0,0,8
"B4","BJO","TempWarm-16psu","full","lea",0.0489373784267413,1,1,8
"B4","KAL","TempWarm-5psu","mll","gf",0.0744780182986624,0,0,8
"B4","KUR","TempWarm-5psu","mll","rda",0.972385585758758,0,0,8
"B4","KAL","TempWarm-5psu","mll","gf",0.0744780182986624,0,0,8
"B4","BAR","TempWarm-5psu","full","gf",0.12517842947807,0,0,8
"B4","BJO","TempWarm-5psu","full","lea",0.044704486669777,0,0,8
"B4","HOG","TempWarm-16psu","full","gf",0.129357790771983,0,0,8
"B4","HOG","TempWarm-16psu","full","lea",0.036427182928542,0,0,8
"B4","HOG","TempWarm-5psu","full","gf",0.124558798435792,0,0,8
"B4","HOG","TempWarm-5psu","full","lea",0.0392173680316203,0,0,8
"B4","KAL","TempWarm-16psu","mll","gf",0.0802544635043475,1,1,8
"B4","BAR","TempWarm-5psu","mll","gf",0.0828482138992323,0,0,8
"B4","KAL","TempWarm-16psu","full","gf",0.120034575652212,1,1,8
"B4","BJO","TempWarm-16psu","mll","rda",2.19853544993975,1,1,8
"B4","KUR","TempWarm-5psu","full","rda",0.563963827870758,0,0,8
"B4","BJO","TempWarm-5psu","full","rda",0.292786962232414,0,0,8
"B4","HOR","TempWarm-16psu","full","lea",0.0365895365187742,0,0,8
"B4","HOR","TempWarm-5psu","full","gf",0.119382749229989,0,0,8
"B4","VAT","TempWarm-16psu","full","lea",0.0390429467766799,0,0,8
"B4","HOG","TempWarm-16psu","mll","lea",0.0452748544082271,0,0,8
"B4","HOR","TempWarm-5psu","mll","gf",0.078500530096678,0,0,8
"B4","HOR","TempWarm-16psu","mll","gf",0.0840643264739334,0,0,8
"B4","KUR","TempWarm-16psu","mll","gf",0.0851243329895743,0,0,8
"B4","BAR","TempWarm-5psu","mll","gf",0.0828482138992323,0,0,8
"B4","HOG","TempWarm-16psu","mll","lea",0.0452748544082271,0,0,8
"B4","BAR","TempWarm-16psu","mll","gf",0.0849818641213911,0,0,8
"B4","VAT","TempWarm-16psu","mll","lea",0.048622400893911,0,0,8
"B4","KAL","TempWarm-5psu","mll","lea",0.0338300459996461,0,0,8
"B4","BAR","TempWarm-16psu","full","rda",1.47194028052005,0,0,8
"B4","HOR","TempWarm-5psu","full","gf",0.119382749229989,0,0,8
"B4","HOG","TempWarm-5psu","full","gf",0.124558798435792,0,0,8
"B4","KAL","TempWarm-16psu","mll","lea",0.0354382473421728,1,1,8
"B4","BJO","TempWarm-16psu","full","rda",2.98306108699892,1,1,8
"B4","VAT","TempWarm-16psu","full","lea",0.0390429467766799,0,0,8
"B4","KUR","TempWarm-5psu","mll","gf",0.0804330321585454,0,0,8
"B4","KUR","TempWarm-5psu","full","gf",0.120819888114614,0,0,8
"B4","KAL","TempWarm-16psu","mll","gf",0.0802544635043475,1,1,8
"B4","KUR","TempWarm-16psu","full","gf",0.130108285986464,0,0,8
"B4","KAL","TempWarm-5psu","full","rda",0.398411958368648,0,0,8
"B4","HOG","TempWarm-5psu","mll","rda",2.02005161272179,0,0,8
"B4","BAR","TempWarm-5psu","full","gf",0.12517842947807,0,0,8
"B4","HOG","TempWarm-16psu","mll","gf",0.0848391483017739,0,0,8
"B4","KUR","TempWarm-5psu","full","lea",0.0333844248962364,0,0,8
"B4","VIK","TempWarm-5psu","mll","lea",0.0481495219406945,0,0,8
"B4","VIK","TempWarm-16psu","full","lea",0.0338159972935556,1,1,8
"B4","BJO","TempWarm-16psu","full","gf",0.142411432083045,1,1,8
"B4","BAR","TempWarm-5psu","full","rda",1.37444126188955,0,0,8
"B4","VAT","TempWarm-16psu","full","rda",0.451017347977424,0,0,8
"B4","HOG","TempWarm-16psu","full","rda",1.22631888167187,0,0,8
"B4","VIK","TempWarm-16psu","full","gf",0.120379379309693,1,1,8
"B4","KAL","TempWarm-5psu","full","gf",0.109375031083921,0,0,8
"B4","BAR","TempWarm-16psu","mll","rda",0.870765122925002,1,1,8
"B4","HOR","TempWarm-16psu","full","lea",0.0365895365187742,0,0,8
"B4","HOR","TempWarm-5psu","full","lea",0.032825014483351,0,0,8
"B4","VAT","TempWarm-5psu","full","rda",2.3914681384273,0,0,8
"B4","BAR","TempWarm-16psu","full","gf",0.130291719636577,0,0,8
"B4","BAR","TempWarm-5psu","mll","lea",0.045128261543404,0,0,8
"B4","VAT","TempWarm-5psu","mll","lea",0.0545789993883267,0,0,8
"B4","VAT","TempWarm-5psu","full","lea",0.0460723733885967,0,0,8
"B4","BJO","TempWarm-5psu","full","lea",0.044704486669777,0,0,8
"B4","BJO","TempWarm-16psu","mll","rda",2.19853544993975,1,1,8
"B4","VIK","TempWarm-16psu","mll","lea",0.0422436225169404,1,1,8
"B4","KAL","TempWarm-5psu","mll","rda",0.7712756896348,0,0,8
"B4","BJO","TempWarm-5psu","mll","gf",0.0854047849783409,0,0,8
"B4","HOR","TempWarm-16psu","full","rda",2.9616460767793,0,0,8
"B4","HOR","TempWarm-5psu","full","rda",0.183184383495568,0,0,8
"B4","HOR","TempWarm-16psu","mll","gf",0.0840643264739334,0,0,8
"B4","KUR","TempWarm-5psu","full","lea",0.0333844248962364,0,0,8
"B4","BAR","TempWarm-5psu","full","rda",1.37444126188955,0,0,8
"B4","HOG","TempWarm-5psu","mll","gf",0.0831672720430263,0,0,8
"B4","KAL","TempWarm-5psu","mll","lea",0.0338300459996461,0,0,8
"B4","HOR","TempWarm-16psu","full","rda",2.9616460767793,0,0,8
"B4","HOR","TempWarm-16psu","full","gf",0.129374025983507,0,0,8
"B4","VIK","TempWarm-16psu","mll","rda",0.618669159166709,1,1,8
"B4","HOG","TempWarm-5psu","full","rda",1.63589650016005,0,0,8
"B4","VAT","TempWarm-5psu","full","gf",0.138793715153451,0,0,8
"B4","VIK","TempWarm-5psu","full","rda",2.67420816391772,0,0,8
"B4","HOR","TempWarm-16psu","full","gf",0.129374025983507,0,0,8
"B4","HOG","TempWarm-5psu","full","rda",1.63589650016005,0,0,8
"B4","BAR","TempWarm-5psu","mll","lea",0.045128261543404,0,0,8
"B4","KUR","TempWarm-16psu","full","gf",0.130108285986464,0,0,8
"B4","VAT","TempWarm-5psu","mll","gf",0.0901408957468414,0,0,8
"B4","KUR","TempWarm-16psu","full","lea",0.0352397632450556,0,0,8
"B4","KAL","TempWarm-5psu","full","lea",0.0271953438837387,0,0,8
"B4","BAR","TempWarm-5psu","full","lea",0.0367128182833948,0,0,8
"B4","BAR","TempWarm-16psu","full","lea",0.0346272952586907,0,0,8
"B4","VIK","TempWarm-5psu","full","gf",0.127421510466323,0,0,8
"B4","VAT","TempWarm-16psu","full","rda",0.451017347977424,0,0,8
"B4","VAT","TempWarm-16psu","full","gf",0.132830775587862,0,0,8
"B4","HOR","TempWarm-5psu","mll","rda",0.514345252928241,0,0,8
"B4","HOR","TempWarm-16psu","mll","rda",2.17618333976248,0,0,8
"B4","BAR","TempWarm-5psu","mll","rda",1.80987170781091,0,0,8
"B4","BJO","TempWarm-5psu","mll","rda",0.619919736780753,0,0,8
"B4","HOG","TempWarm-16psu","full","lea",0.036427182928542,0,0,8
"B4","HOR","TempWarm-5psu","full","lea",0.032825014483351,0,0,8
"B4","BAR","TempWarm-16psu","mll","rda",0.870765122925002,0,0,8
"B4","VAT","TempWarm-5psu","mll","rda",2.83555452243515,0,0,8
"B4","BJO","TempWarm-5psu","mll","rda",0.619919736780753,0,0,8
"B4","VAT","TempWarm-16psu","mll","lea",0.048622400893911,0,0,8
"B4","HOG","TempWarm-16psu","mll","rda",0.730242927373158,0,0,8
"B4","VIK","TempWarm-5psu","mll","gf",0.0850223786465684,0,0,8
"B4","HOR","TempWarm-5psu","mll","gf",0.078500530096678,0,0,8
"B4","BAR","TempWarm-5psu","full","lea",0.0367128182833948,0,0,8
